ID	Target	SENTENCE1	SENTENCE2	ANSWER	start_s1	end_s1	start_s2	end_s2
6554	뛰	한일이화 주가가 3개월간 7300원에서 1만2300원으로 뛰면서 지분가치도 함께 늘었다.	이날 전자랜드의 승리에는 전 시즌까지 SK에서 뛰다 함준후와 트레이드된 이대헌의 활약이 컸다.	False	32	33	26	27
6555	갈	서울 서대문구 신촌동 연세대 세브란스병원 로비의 대형 TV로 경기를 지켜보던 대기자들도 김연아가 세계 최고기록을 갈아 치우자 “잘했다” “장하다”라며 기뻐했다.	신작을 중요시하는 국내 무용계 특유의 풍토 때문인데, 그 결과 끊임없이 갈고 다듬으며 시대의 변화를 이겨낸 명작들을 접하기가 그만큼 어렵다.	False	63	64	40	41
6556	맡	“랩보다는 글, 냄새가 맡아지고 그림이 그려지는 글을 쓰겠다는 게 철칙이죠.”	한국 건설업체 임직원들은 국내보다 1.5배의 보수를 받으며 예전에 파란 눈의 서양인들이 맡던 전문, 관리업무를 한다.	False	13	14	49	50
6557	맞	2000년 8월에도 조순형 의원 등은 한국인 생체리듬에 맞는 표준시인 동경 127.5도로 변경이 필요하다는 법안을 제출하기도 했습니다.	4월 25일 창립 32주년을 맞아 32명의 다문화 및 이주가정 청소년들에게 학비를 1인당 평균 250만 원씩 지원했다.	False	31	32	16	17
6558	벌어진	위원장의 의지가 없으면 회기 중에는 상임위가 우선시되고 비회기 중에는 지역구 활동에만 신경을 쓰는 일도 빈번히 벌어진다.	한바탕 논란이 벌어진 이후 잊혀지는 듯했던 원정녀 사건은 최근 서울지방경찰청 국제범죄수사대가 일본 원정 성매매를 단속하는 과정에서 실체가 드러났다.	True	62	65	8	11
6559	뜨	요즘 아시아 시장이 뜨는 덕에 올해 처음으로 싱가포르·필리핀 화랑이 참여했고 한국에선 국제·PKM·원앤제이갤러리가 부스를 마련했다.	고1 때 아버지가 세상을 뜨면서 졸지에 가장이 되자 공부를 포기하고 대전의 인장가 이석성 문하에 들어갔다.	False	11	12	14	15
6560	이르	대한배구협회와 한국배구연맹은 국내 사용구의 문제점을 공감해 스타스포츠 쪽에 의견을 개진하게 됐고, 결국 미카사에 견줘 손색이 없는 사용구를 출시하기에 이르렀다.	저가 모델도 평균 70만 원에 이르는 가격은 대부분의 난청 환자들에게 부담스러웠다.	True	84	86	17	19
6561	따라	시는 이날 “한강 공공성 회복선언에 따라 전략정비구역에 속하는 압구정지구는 최고 50층, 평균 40층 높이를 허용하고 기부 비율을 25∼30%로 할 것”이라고 밝혔다.	"이에 따라 용인시정신보건센터와 용인교육지원청은 13일 ""4월부터 학생 정서·행동발달 검사를 확대 실시해 ADHD와 소아우울증 고위험군 학생을 조기에 발견하고 치료를 돕겠다""고 밝혔다."	True	20	22	3	5
6562	보인	하지만 이럴 경우 선거지원을 통해 사실상 공천 효과를 노린다는 비판이 부담이 될 것으로 보인다.	국유기업인 중국 철강기업들이 세계 철강 공급과잉의 주범으로 지목받는 상황에서, 생산량 감소와 인력 재배치를 ‘효율적’으로 추진하려는 의도도 깔려 있는 것으로 보인다.	True	49	51	88	90
6563	쓰	초연 무대로, 배우 예수정과 캄보디아 말을 쓰는 전국향의 할머니 연기는 연극의 기둥이다.	국제대회에서는 여전히 나무배트를 쓰고 있고 프로야구도 마찬가지다.	True	24	25	18	19
6564	썼	이 시들을 두고 시인 자신은 “높고 크고 화려하고 힘센 것들 앞에 조브장해진 내 어깨를 닮았다”(‘시인의 말’)고 썼다.	그는 이어 “카드대금이 많이 나와서 내역을 살펴보니, 백화점 등에서도 워낙 많이 썼길래 그 부분도 물어보니, ‘선물 사서 인사를 많이 했다’고 답하더라”고 말했다.	False	64	65	45	46
6565	맞	"이날 오전 정부 서울청사로 출근하면서 기자들이 ""해임 건의가 나오면 어떻게 할 것이냐"" ""성 전 회장과 수백 차례 통화한 것이 맞느냐""고 물었지만 ""그만 합시다""라며 입을 다물었다."	3·1절을 맞아 NYT에 게재한 ‘독도 광고’를 빌미로 뉴욕 일본총영사관이 “NYT에 더 이상 독도 광고를 게재하지 않았으면 하는 항의를 전달했으며 NYT는 이를 받아들였다”고 요미우리신문이 보도했기 때문이다.	False	71	72	6	7
6566	맡	항공사고조사관은 인명 피해나 항공기 기체 손상, 근접 비행, 이착륙장 이탈 등이 발생했을 때 원인을 분석·결정하고 항공사에 대한 안전권고 등을 맡는다.	통상 주무부처인 산업자원통상부 구조통상과 담당자는 <한겨레>와 통화에서 “(폴크스바겐 사건에 대한 통보와 관련해) 우리 부에서 진행되고 있는 사안은 없다”며“에프티에이 총괄은 우리가 맡지만, 폴크스바겐 사건은 환경부가 조사하고 에프티에이 규정도 검토했으므로 그쪽에 확인해보라”고 말했다.	True	80	81	102	103
6567	치	‘아침’은 10행짜리로 나오는 윤동주의 원고에서 여섯 행에 ×표를 치고 여백에 “고칠 것”이라 써넣었는데, 그의 사후 시집 편찬자가 그의 다른 습작 원고의 시구를 뽑아내어 남은 4행과 합쳐 하나의 작품으로 만들었다.	최근 유니버설뮤직 통신원을 통해 본보와 문답한 버그는 또래들이 힙합이나 댄스음악에 빠질 열두 살 나이에 TV 만화 ‘심슨네 가족들’로 돈 매클린의 ‘빈센트’를 처음 접한 뒤, 구글 검색으로 도노번, 조지 해리슨을 찾아내 그들처럼 기타 치고 노래하며 작곡하기 시작했다고 했다.	False	37	38	131	132
6568	맡	재단의 새 상임이사는 시인인 장용철 안양대 교수가 맡았다.	심사위원을 이끄는 기술위원장은 중요무형문화재인 석공예 명장 이재순(60)씨가 맡았다.	True	28	29	43	44
6569	이르	한편, 통일부는 개성공단 입주기업들이 신청한 경제협력보험금 지급에 대한 심의가 곧 마무리돼 이르면 이번주부터 지급이 시작된다고 밝혔다.	"정부는 ""의료계와 협의체를 구성해 논의한 뒤 이르면 올 하반기부터 새 제도를 시행하겠다""는 방침이다."	True	51	53	25	27
6570	따라	이어 그는 “권력의 도덕성과 관련된 심대한 문제이므로 이 문제를 박 대통령이 어떻게 다루는지에 따라 국민들이 대통령의 부정부패 척결 의지를 판단할 것”이라고 경고했다.	조만간 정부의 조사 결과에 따라 귀순자의 정확한 숫자가 확인될 예정인 가운데 한동안 뜸하던 귀순자가 지난달부터 급증하는 배경에 관심이 모아지고 있다.	True	53	55	15	17
6571	울리	‘엄마…’에 이어 ‘어디선가 나를 찾는 전화벨이 울리고’가 영어로 출판돼 신 씨는 6월 2일 미국 뉴욕으로 출국해 8월에 돌아온다.	인도를 필두로 신흥국 통화와 증시가 연일 폭락하며 경고음을 울리고 있다.	False	27	29	33	35
6572	맞	동아일보가 15일 금융위기 1주년을 맞아 4개 대형증권사의 서울지역 140여 개 지점에 계좌를 개설한 약 200만 명의 개인투자자들을 구(區)별로 묶어 투자 행태를 분석한 결과 이처럼 나타났다.	금융당국과 은행들은 설을 맞아 특별자금 공급을 하고 있다고 밝히고 있지만, 그 수혜 폭은 매우 제한적이다.	True	20	21	14	15
6573	보인	소속팀에서 중앙 미드필더로 뛰는 김보경(카디프시티)과 포지션이 겹치는 점도 고려된 것으로 보인다.	시민들이 ‘정치적 의도가 농후하다’, ‘사회주의 색채가 지나치다’는 불만을 보인 것이다.	False	50	52	42	44
6574	짜	"기숙사로 돌아가자마자 부모님께 '5년 계획표'를 짜서 보냈죠."" 다짐은 이랬다."	구자욱이 그때그때 컨디션이 좋지 않은 선수 자리에 들어가면 주전으로 활동하는 데 문제가 없다”며 “1번 타자가 없어 고민하던 삼성으로선 지금처럼 타격 상승세를 타고 있는 구자욱을 빼고 라인업을 짜기가 쉽지 않을 것이다.	True	27	28	108	109
6575	뛰	최모(71)씨는 밤 11시쯤 갑자기 옆 침대로 뛰어올라가 다른 환자 목을 졸랐다.	글루텐프리 면제품 출시 이후 아워홈의 면류 매출은 150%로 껑충 뛰었다.	True	26	27	37	38
6576	맞	아무리 유가족들의 요구라 하더라도 법체계와 원칙에 맞지 않다면 앞장서서 설득하며 중심을 잡는 역할을 해야 한다.	이 시장은 라디오 인터뷰에서 “의원들이 문 전 대표 지지자들로부터 비난 문자폭탄을 맞았다”는 진행자 말에 “당이라는 게 입장이 다양하고, 그렇기 때문에 시너지가 있는 것이다.	False	28	29	46	47
6577	맞	"워싱턴포스트는 15일 인터넷판에서 ""천안함이 어뢰에 맞아 침몰했을 수 있다는 (김태영) 한국 국방장관의 최근 발언 이후 북한에 대해 의혹이 쏠리고 있다""며 ""북한이 침몰의 배후로 드러나더라도 한국 정부가 택할 수 있는 효과적 대응수단은 거의 없다""고 분석했다."	엉터리 숙제를 들켜 회초리 맞았던 손바닥의 얼얼한 느낌도 생생하다.	True	29	30	15	16
6578	뛰	"그는 ""추위를 뚫고 이곳에 와 신문에서나 보던 선생님들의 강의를 직접 들으면 지적 호기심이 펄떡펄떡 뛰는 게 느껴져 안 올 수가 없다""며 ""아내도 내가 여기 온단 걸 알기 때문에 아무 소리 안 한다""고 말했다."	작년까지 롯데에서 뛰다 재계약에 실패하고 멕시코 리그에서 뛰었던 가르시아는 28만달러(계약금 10만달러·연봉 18만달러)를 받는 조건으로 한화 유니폼을 입었다.	False	56	57	10	11
6579	들	“자존감이 높은 친구들은 어떤 일을 잘 못하더라도 자신을 있는 그대로 인정하고 마음에 들어합니다.”	일산에 사는 한 할아버지는 외손자 이름과 10만원을 들고 요셉의원을 찾았다.	False	48	49	29	30
6580	추	모델들이 나와 여러가지 동작과 춤을 추며 빙과를 알리는데, 자세히 보면 기타를 치는 남자가 있습니다.	서라벌 밝은 달 아래 아내의 외도를 목격하고도 춤을 추며 돌아 나왔던 처용.	True	20	21	29	30
6581	맞	중간합계 12언더파 단독 선두로 4라운드를 시작한 장하나는 11번홀(파4)에서 두 번째 샷이 나무에 맞는 실수를 저지르며 보기를 기록했다.	최혜진은 유에스여자오픈 4라운드에서 15번홀까지 박성현(24)과 함께 공동선두를 달려 1967년 카트린 라코스트(프랑스) 이후 50년 만에 아마추어 챔피언으로 탄생할 수 있는 절호의 기회를 맞았다.	False	56	57	106	107
6582	짜	표면적으론 소장파 의원들의 공부 모임을 표방했지만, 실제론 아베를 따르는 젊은 의원들이 정국 돌파 로드맵을 짜는 자리였다.	1년여 전 윤석민(KIA)과 같은 퇴출전략을 짜고 있는 것이다.	True	60	61	25	26
6583	불리	‘하얀 펠레’로 불리는 카카는 뛰어난 밸런스 덕분에 밀집된 상대 수비들 틈 사이를 빠르면서 자유롭게 방향을 바꿔 빠져나가는 신기의 드리블이 트레이드마크.	전문가들은 돈을 불리는 것보다는 빚부터 갚아 불필요한 금융비용을 줄이는 지혜가 필요한 시기라고 입을 모은다.	False	9	11	9	11
6584	들	유소연(21)이 서희경(25)과 US여자오픈에서 메이저 대회 사상 처음 한국 선수끼리 연장 대결을 벌인 끝에 우승컵을 들어 올렸다.	올 들어 가장 과격했던 시위는 지난 6월 충남 아산에서 금속노조 등이 주도해 진행했던 유성기업노조의 시위였다.	False	66	67	2	3
6585	들	예를 들어 지금은 특목고 같은 일부 학교에만 개설돼 있는 수학 전문 교과(심화과목)인 '고급수학'을 학교 재량으로 듣게 할 수 있다.	연예매체가 경찰의 기본적인 생리에 대해서 잘 모르면서 무리하게 취재하는 걸 보고 환멸이 들 때도 있었다.	False	3	4	49	50
6586	보여	이에 류 전 관리관은 “총리실 직원들이 십시일반 마련한 돈”이라고 해명했으나, 이 돈이 한국은행 띠지로 묶인 ‘관봉권’이었음을 보여주는 사진이 공개되자 다시 “지인한테서 받은 돈”이라고 말을 바꿨다.	그는 “북한은 6자회담에 복귀하겠다는 진정성을 보여줘야 하며 이를 위해 북한은 말이 아니라 행동으로 보여줘야 한다”고 강조했다.	True	71	73	26	28
6587	굽	내달 출산을 앞둔 만삭의 아내 김부용 씨(32)에게 선물할 쿠키를 굽기 위해서다.	양념이 재료 속까지 배는 조림이나 찜보다는 데치거나 굽는 조리법을 활용하는 것도 좋다.	True	37	38	29	30
6588	보이	‘다 포기하고 신발가게가 보이면 당장 번듯한 놈으로 사겠다’고 몇 번이고 별렀는데 다행히(?) 발견할 수 없었다.	전국 땅값은 글로벌 금융위기가 닥친 지난해 11월 이후 올해 3월까지 크게 하락했다가 올 4월 이후 연속 4개월째 상승세를 보이고 있다.	False	14	16	69	71
6589	보인	동북 3성이 대북(對北) 투자와 경제 교류의 통로인 동시에 러시아·몽골 등과 연결되는 지정학적 입지를 갖추고 있다는 점을 염두에 둔 발언으로 보인다.	"강원택 서울대 정치외교학과 교수는 ""새누리당과 민주당, 정의당 모두 헌법이 규정한 자유민주주의 가치를 인정하면서 특정 계급 정당이 아닌 국민 정당을 표방한 것으로 보인다""고 했다."	True	79	81	91	93
