source	acceptability_label	source_annotation	sentence
T08270	1		나는 한국 음식을 배부르게 먹었다.
T08270	0	*	나는 한국 음식을 배가 부르게 먹었다.
T08271	1		이 금단의 열매를 먹으려고 결심하지 않았다, 아무도.
T08271	0	*	이 금단의 열매를 안 먹으려고 결심했다, 아무도.
T08273	0	*	순애가 매력이 있게 웃었다.
T08274	1		철수가 자살을 한 것이 모두를 놀라게 했다.
T08274	0	*	철수가 자살을 했다가 모두를 놀라게 했다.
T08276	1		너는 어느 화가가 자기의 작품을 매우 사랑한다는 사실을 기억합니까?
T08276	0	*	너는 어느 화가가 자기의 작품을 매우 사랑한다는 그 사실을 기억합니까?
T08277	1		남자라면 대부분 저런 여자와 사귀고 싶어한다.
T08277	0	*	남자라면 셋이 저런 여자와 사귀고 싶어한다.
T08278	1		철수가 현수가 그 반지를 놓았다고 그러데.
T08278	0	*?	철수가 프레드가 그 반지를 놓았다고 말했다.
T08281	0	*	한 학생이 빨리 달려들 왔다.
T08282	1		그가 생각하기에는 영희가 제일 예뻤다.
T08282	0	*	그가 생각하였기에는 영희가 제일 예뻤다.
T08283	1		누구든지 민호를 좋아한다.
T08283	0	*	누구든지가 민호를 좋아한다.
T08284	1		영희가 그 책을 다 안 읽었다. 
T08284	0	*	영희가 그 책을 안 다 읽었다. 
T08285	1		철수가 선생님을 잡히게 하였다. 
T08285	0	*	철수가 선생님이 잡히게 하였다.
T08287	1		우리가 사빈에 대한 로마의 공격을 목격했다.
T08287	0	*	우리가 사빈에 대한 로마의 공격을 했다.
T08288	0	*	철수가 어머니가 아름답게 하였다.
T08289	1		노동자들이 힘을 합쳤다.
T08289	0	?*	노동자가 힘을 합쳤다.
T08290	1		철수가 그 사건을 조사를 한다 그리고 영희도야.
T08290	0	*	철수가 그 사건을 조사를 한다 그리고 완성도야.
T08292	1		철수가 말하고 있다.
T08293	1		남자가 한 명 가수와 춤췄다.
T08293	0	?*	남자가 가수와 한 명 춤췄다.
T08294	1		철수는 축구를, 영희는 농구를 봤다.
T08294	0	*	철수는 그를 옆, 민호는 그를 그냥 봤다.
T08297	1		영희가 예쁘지가 않았다.
T08297	0	*	영희가 예쁘지를 않았다.
T08298	1		순이가 영어를 안 공부를 했다.
T08298	0	*	순이가 안 영어를 공부를 했다.
T08299	1		영희가 남편이 아팠음을 잊었다.
T08299	0	*	영희가 남편을 아팠음을 잊었다.
T08301	1		철수가 한국어를 연구를 했다.
T08302	1		철수가 진찰받았다.
T08302	0	*	철수가 진찰, 내 추측에, 받았다.
T08304	1		철수가 어려운 공부를 했다.
T08304	0	*	철수가 영어를 어려운 공부를 했다.
T08305	1		방이 조용했다.
T08305	0	*	방이 조용을 했다.
T08306	1		철수가 영희를 무서워 안 했다.
T08306	0	*	철수가 영희가 무섭지 안 했다.
T08307	1		민호가 대통령으로 되었다.
T08307	0	?*	대통령으로 민호가 되었다.
T08309	1		순이가 공부를 내 추측에 했다.
T08309	0	*	순이가 공부, 내 추측에, 했다.
T08310	1		사과는 민호가 좋아한다.
T08310	0	*	사과는 민호가 그것들을 좋아한다.
T08311	1		철수가 어제 차를 샀다.
T08311	0	*	철수가 어제 차를 사셨다.
T08312	1		철수는 아버님이 그 일을 끝내시도록 도와드렸다. 
T08312	0	*	철수는 아버님이 그 일을 끝냈도록 도와드렸다.
T08313	1		철수가 점심을 먹지 않았다.
T08316	1		철수가 그런 이유로 떠나고 영희도 그런 이유로 떠난다.
T08316	0	*	철수가 그런 이유로 떠나고 영희도 떠난다.
T08317	1		철수가 누가 준 옷을 왜 안 입니?
T08317	0	*	철수가 왜 누가 준 옷을 안 입니? 
T08320	1		철수가 지훈에게 책을 줬어.
T08320	0	*	철수가 지훈이에게 책을 준다. 그리고 윤아에게 노트를야.
T08321	1		나는 철수가 돈이 많다고 생각한다.
T08321	0	*	나는 철수가 돈을 많다고 생각한다. 
T08322	0	*	자기 친구들은 영희가 대단한 부자인줄 알고 있다.
T08323	0	*	철수가 서울에게 전보를 보냈다.
T08324	1		철수가 영희에게 공을 던졌다.
T08324	0	*	철수가 일루에게 공을 던졌다.
T08325	1		철수를 자기의 동생들은 영희가 대단히 좋아하는 줄 알고 있다.
T08325	0	*	자기의 동생들은 영희가 철수를 좋아하는 줄 생각한다.
T08326	1		씨가 농부에 의해 뿌리기가 되었다.
T08326	0	*	씨가 농부에 의해 뿌리기를 되었다.
T08328	1		그녀가 그가 빵을 먹었다고 생각한다.
T08328	0	*	그녀가 그를 빵을 먹었다고 생각한다.
T08329	1		영희가 아직도 그 일을 했다.
T08329	0	*	영희가 아직도 그 일을 안 했다.
T08331	1		떠나자.
T08331	0	*	떠납시다고.
T08332	1		영희가 갑작스럽게 사망을 했다.
T08332	0	?*	영희가 갑작스러운 사망을 했다.
T08333	1		아무것도 민호가 영희가 먹었다고 믿지 않았다.
T08333	0	?*	민호가 영희가 아무것도 먹었다고 믿지 않았다.
T08334	1		아버님이 드시고 나서 철수가 설거지했다.
T08334	0	*	아버님이 드셨고 나서 철수가 설거지했다.
T08335	1		철이는 영이에게 자기 점수를 보여줬다.
T08336	1		민호 그 책 샀어.
T08336	0	??	그 책, 민호 샀어.
T08337	1		민호가 입시에서 미역국을 먹었다.
T08337	0	?*	미역국을 민호가 입시에서 먹었다.
T08338	1		철수가 그 사건을 조사를 했다.
T08338	0	*	조사를, 철수가 그 사건을 했다.
T08340	1		철수가 순이가 책을 읽게 했다.
T08340	0	*	책이 철수에 의해 순이가 읽게 되었다.
T08341	1		비가 아침부터 오기는 했다.
T08341	0	#	비가 아침부터 고의로 오기는 했다.
T08342	1		영희가 어제 사망했다.
T08342	0	#	영희가 어제 고의로 사망했다.
T08343	1		선생님이 당신이 그 책을 읽으시기는 좋아하셨다.
T08343	0	*	선생님이 당신이 그 책을 읽었기는 좋아하셨다.
T08344	1		셰익스피어의 모방자는 항상 그의 스타일을 추구한다.
T08344	0	*	셰익스피어적 작품을 쓴다고 해서, 그가 될 수 없다.
T08345	1		영어가 순이에 의해 공부가 되었다.
T08345	0	*	영어가 순이에 의해 공부를 되었다.
T08347	1		영희는 떠나고, 순이는 여기 머물러라.
T08347	0	*	영희는 떠나라고, 순이는 여기 머물러라.
T08348	1		지희가 선생님을 뵈었다.
T08348	0	*	지희가 선생님을 만났다.
T08349	1		철수가 일찍 도착을 했다.
T08349	0	*	철수가 미국을 도착했다.
T08350	1		민호가 눈을 뜬 것은 새벽 네 시였다.
T08353	0	*	철수는 아버님이 그 일을 끝냈도록 도와주었다.
T08354	1		철수가 한 것은 취침이다.
T08354	0	*	가격이 한 것은 인상이다.
T08355	1		할머니께서 예쁘시지를 않았다.
T08355	0	*	할머니께서 예쁘시기가 하였다.
T08356	1		순이가 사탕을 원한다.
T08356	0	*	순이가 사탕의 원한다.
T08357	0	?	철수가 오기를 했다.
T08358	1		선생님이 어제 차를 사셨다.
T08358	0	*	선생님이 어제 차를 샀다.
T08359	1		그 산이 보이기는 보인다.
T08359	0	*	그 산이 보이기는 본다.
T08360	1		모든 사람을 자신의 엄마가 사랑한다.
T08360	0	*	자신의 엄마가 모든 사람을 사랑한다.
T08361	1		철수는 소풍을 계획하는 것에 대해 말했다.
T08362	1		철수의 부모조차 그를 미워한다.
T08362	0	*	그를 철수의 부모조차 미워한다.
T08363	1		영희가 철수를 뺨을 때렸다.
T08363	0	*?	영희가 철수를 뺨을 봤다.
T08364	1		철수가 유쾌한 노래를 불렀다.
T08364	0	*	철수가 노래를 유쾌한 불렀다.
T08365	1		철수의 책을 산 상점은 '허브'이다.
T08365	0	*	책을 철수의 산 상점은 '허브'이다. 
T08366	1		학생이 두 명 선생님을 만났다.
T08366	0	*	학생이 선생님을 두 명 만났다.
T08367	1		철수가 그의 책을 도서관에 기증을 했다.
T08367	0	#	철수가 그의 책을 돌에 기증을 했다.
T08368	1		내가 김 실장에게 이런 식으로 자기 업무 계획을 실행하겠다고 약속했다.
T08368	0	?	이런 식으로 내가 김 실장에게 자기 업무 계획을 실행하겠다고 약속했다.
T08370	1		철수가 시장을 어렵게 분석을 했다.
T08370	0	*	철수가 시장을 어려운 분석을 했다.
T08371	1		그들을 서로의 친구가 비판했다.
T08371	0	*	서로의 친구가 그들을 비판했다.
T08373	1		철수가 영희가 동수를 좋아했다고 믿는다. 
T08373	0	*	동수가((철수에 의해 영희가 좋아했다고 믿어진다. 
T08374	1		영희가 언제 떠났니?
T08374	0	*	영희가 언제 떠났다?
T08375	1		그 사건의 조사가 철수에 의해 되었다.
T08375	0	*	그 사건을 조사가 철수에 의해 되었다.
T08376	1		그 책이 있다.
T08376	0	*	그 책이 안 있다.
T08377	1		영희와 미자를 서로의 사장은 철수가 비난했다고 말했다.
T08377	0	*	서로의 사장은 철수가 영희와 미자를 비난했다고 말했다.
T08378	1		영희도 윤아에게 노트만 준다.
T08378	0	*	영희도 윤아에게도 노트만 준다.
T08379	1		누구를 자기의 부모조차 미워하니?
T08379	0	*	자기의 부모조차 누구를 미워하니?
T08380	1		철수가 영희를 만났다고 말했다.
T08380	0	?	철수가 동현이가 영희를 봤다고 말했다.
T08381	1		영희가 책을 읽기도 한다.
T08381	0	?	영희가 책을 읽기를 한다.
T08382	1		자동차가 서지 않고 세 시간 동안을 달렸다.
T08382	0	*	자동차가 서지 않고 세 시간 동안이 달렸다.
T08383	1		아무도 민수를 좋아하지 않는다.
T08384	1		철수가 동생들과 심한 장난을 했다.
T08384	0	*	학생들이 철수와 3명이 장난을 했다.
T08386	1		철수가 사망을 했다.
T08386	0	#	철수가 영희의 사망을 했다.
T08387	1		어느 아들을 그의 부모가 군대에 보냈니?
T08387	0	*	그의 부모가 어느 아들을 군대에 보냈니?
T08388	0	*	철수가 빨리 달리고 영희도 달린다.
T08389	1		순이가 철수에 의해 책이 주어졌다.
T08390	1		선생님이 가난하기는 하시다.
T08390	0	*	선생님이 그가 가난하시기는 하시다. 
T08391	0	*	그의 아내가 고개를 끄덕 안 거렸다.
T08392	1		선생님이 따님이 예쁘시다.
T08392	0	*	선생님이 딸이 예쁘시다.
T08394	0	*	학생들이 선생님에 의해 가르쳐지신다.
T08395	1		모든 사람이 헤밍웨이가 그 책을 썼다고 생각한다.
T08396	1		아버지가 그 책을 할아버님을 드렸어요.
T08396	0	*	아버님이 그 책을 할아버님을 드렸어요.
T08397	1		영희는 철수가 아무것도 안 읽었다고 생각한다.
T08397	0	*	영희는 철수가 아무것도 읽었다고 안 생각한다. 
T08398	1		나는 영희가 빵밖에 안 먹었다고 믿는다.
T08398	0	*	나는 영희가 빵밖에 먹었다고 안 믿는다.
T08399	1		너는 영희가 왔다고 믿니?
T08399	0	*	너는 영희가 왔다고 안 믿니?
T08400	1		이 문제는 아무도 풀기 힘든 문제이다.
T08400	0	*	이 문제는 아무도 풀기 쉬운 문제이다.
T08401	1		철수가 잡히긴 잡혔다.
T08401	0	*	철수가 잡히긴 잡았다.
T08402	1		서로의 선생님을 순희가 그들이 비판했다고 말했다.
T08402	0	*	서로의 선생님이 순희가 그들을 비판했다고 말했다.
T08403	1		내가 선생님이 무섭다.
T08403	0	*	내가 선생님이 무서우시다.
T08404	1		신대륙을 발견을 콜롬버스가 했다.
T08404	0	*	콜롬버스가 신대륙을 그것을 했다.
T08406	1		철수가 영희와의 합석을 했다.
T08406	0	?	철수가 영희와의 합석했다.
T08407	1		철수가 학생이다.
T08407	0	*	철수가 안 학생 아니다.
T08408	1		철수가 그 책을 영희가 읽었다고 믿는다.
T08408	0	*	그는 영희에게를 철수가 그 책을 줬다고 생각한다.
T08409	1		철수가 그 노래를 작곡했다.
T08409	0	*	철수가 지훈이에게 그 노래를 작곡했다.
T08410	1		무엇을 철수가 밥을 먹고 탁자 위에 놓았니?
T08410	0	*	무엇을 철수가 밥을 먹었고 탁자 위에 놓았니?
T08411	1		배가 태풍에 3척이 난파를 했다.
T08413	1		나는 철수가 왔다고 생각한다. 
T08413	0	*	나는 철수가 왔다고를 생각한다.
T08414	1		누구를 자신의 엄마가 동수가 때렸다고 믿니? 
T08414	0	*	자신의 엄마가 동수가 누구를 때렸다고 믿니?
T08417	1		철수가 순이에게 책을 읽혔다.
T08417	0	*	철수가 순이가 책을 읽혔다.
T08418	0	*	철수는 빛을 반사한다.
T08419	1		나는 민수의 부모에게 내가 그를 잘 돌보겠다고 약속했다.
T08419	0	*	나는 그를 민수의 부모에게 내가 잘 돌보겠다고 약속했다.
T08420	1		선생님이 가난하시지는 않으셨다.
T08420	0	*	선생님이 가난하셨지는 않으셨다.
T08423	1		내가 순이를 몹시 좋아한다.
T08423	0	*	내가 순이를 좋아 몹시 한다.
T08425	1		철수가 영희가 무섭지 않았다.
T08425	0	*	철수가 영희를 무서워 않았다.
T08427	1		철수가 한국어를 연구했다.
T08427	0	*	철수가 그 어느 연구를 했다.
T08429	1		이것이 철수의 생각이다.
T08429	0	#	이것이 생각이다.
T08430	1		아이들이 책을 가져들 왔다.
T08430	0	*	아이가 책들을 가져들왔다.
T08432	1		나는 어느 학생에게나 그의 부모를 만나 보겠다고 약속했다.
T08433	1		철수가 그 노래를 작곡을 안 했다.
T08433	0	*	철수가 그 노래를 안 작곡을 했다.
T08434	1		올해 들어, 소낙비가 세 번을 왔다.
T08434	0	??	올해 들어, 소낙비가 세 번이 왔다.
T08435	0	*	책을 읽게를 철수가 순이를 했다.
T08436	1		내가 순이가 좋다.
T08436	0	*	철수가 순이가 좋다.
T08437	1		철수는 영희를 예쁘다고 생각한다.
T08437	0	*	철수는 영희를 밥을 먹는다고 생각한다. 
T08438	1		그들은 두 시간 취침들 했다.
T08438	0	*	철수가 두 시간 취침들 했다.
T08439	1		이 책이 비싸지가 않다.
T08439	0	?	이 책이 비싸지를 않다.
T08440	0	*	철수는 무엇이나 모든 물건을 먹는다.
T08441	1		할머니께서 텔레비전을 보시지를 않았다.
T08441	0	*	할머니께서 텔레비전을 보시지가 않았다.
T08443	1		책이 영희에게 주어졌다.
T08443	0	*	영희가 책을 주어졌다.
T08444	1		경찰이 학생들을 학교에서 3명을 조사했다.
T08445	1		너희 잘 가거라.
T08445	0	*	너희 잘 가거라들.
T08446	1		철수가 늑대가 나타났다는 방송을 했다.
T08446	0	*	철수가 늑대가 나타났다는 방송했다.
T08447	1		철수를 개가 다리를 물었다.
T08449	1		철수는 봄에 하고 가을에 영희를 만났다.
T08449	0	*	철수는 지훈이를 하고 민호를 만났다.
T08450	1		내가 거기 가기가 어렵다.
T08450	0	*	내가 거기갔기가 어렵다.
T08451	1		영희는 아무것도 안 읽었다.
T08451	0	*	영희는 아무것도 읽었다.
T08452	0	*	민호는, 내가 좋아하는 여자를 안다.
T08453	1		자기를 철수가 비판했다. 
T08453	0	*	자기가 철수를 비판했다.
T08454	1		어떤 한 남자가 누군가가 그 남자에게 빌려준 자동차를 팔아치워 버렸다.
T08454	0	*	누군가가 그 남자에게 빌려준 자동차를, 어떤 한 남자가 팔아치워 버렸다.
T08455	1		자기의 아들이 졸업하고 김 씨가 갑자기 죽었다.
T08455	0	*	자기의 아들이 졸업하였고 김 씨가 갑자기 죽었다.
T08456	1		편지가 한 시간 동안을 쓰였다.
T08457	1		철수와 영희를 서로의 사장이 비판했다.
T08457	0	*	서로의 사장이 철수와 영희를 비판했다.
T08459	1		철수가 안 떠나지 않았다.
T08459	0	*	철수가 안 안 떠났다.
T08460	0	*	철수가 지훈이에게 책을 준다 그리고 윤아에게야.
T08465	0	*	나에게 민호는 영희가 그를 소개해줬다.
T08467	1		아들이 책을 읽었다.
T08467	0	*	아들이 책을 읽으셨다.
T08468	1		지희가 언제 집에 갔는가 물었다.
T08468	0	*	지희가 언제 집에 갔니고 물었다.
T08469	1		철수를 영희에게 윤아가 파티에서 소개했다.
T08469	0	#	철수는 영희에게 윤아가 파티에서 소개했다.
