ID	sentence	question	1	2	Answer
2935	그는 돈을 오랫동안 저축했다.	결과	계좌에 돈이 쌓였다.	계좌에 돈이 없다.	1
2936	오븐에 음식을 넣고 작동시킨다.	결과	음식이 뜨거워진다.	음식이 차가워진다.	1
2937	지구의 기온이 올라갔다.	결과	북극의 빙하가 얼어붙는다.	남극의 빙하가 녹는다.	2
2938	찹쌀을 팔았다.	원인	찹쌀 농사를 지었다.	현미 농사를 지었다.	1
2939	남자가 패딩을 접어 옷장 안에 넣었다.	원인	겨울이 되었다.	여름이 되었다.	2
2940	그는 밤새 게임을 했다.	결과	다음날 피곤했다.	다음날 상쾌했다.	1
2941	말이 건초를 먹었다.	원인	말이 배고픔을 느꼈다.	말이 배부름을 느꼈다.	1
2942	바이올린 활의 줄이 끊어졌다.	원인	바이올린을 부드럽게 켰다.	바이올린을 세게 켰다.	2
2943	아이는 학교에 간다.	원인	아이는 방학을 맞았다.	아이는 개학을 맞았다.	1
2944	아이는 과자가 먹고 싶다.	결과	과자 봉지를 뜯었다.	젤리 봉지를 뜯었다.	1
2945	어머니는 아들을 조용히 시켰다.	원인	아들이 미소지었다.	아들이 징징거리며 울었다.	2
2946	캠프에 있는 사람들이 현 상황을 무서워하고 있다.	원인	캠프파이어에서 마시멜로우를 구워먹었다.	캠프파이어에서 귀신 이야기를 했다.	2
2947	탈모 방지 샴푸를 구입했다.	원인	머리숱이 줄어들었다.	머리숱이 늘어났다.	1
2948	머리끈이 끊어졌다.	결과	머리가 묶였다.	머리가 풀렸다.	2
2949	음식을 다시 가스레인지로 가져간다.	원인	음식이 덜 익었다.	음식이 탔다.	1
2950	그 소녀는 그 여성을 부러워한다.	원인	그 여성은 실직했다.	그 여성은 부자다.	2
2951	여자는 젖은 손으로 옷을 만졌다.	결과	옷이 축축해졌다.	옷이 다 말랐다.	1
2952	남자는 캐나다 국적을 취득했다.	원인	남자는 캐나다에서 태어났다.	남자는 한국에서 태어났다.	1
2953	고양이를 껴안았다.	결과	고양이 털이 묻었다.	신발끈을 묶었다.	1
2954	간호사가 진통제 주사를 투여하기 위해 바늘을 준비했다.	원인	환자가 고통을 호소했다.	환자가 완치하였다.	1
2955	입술에 초콜릿이 묻었다.	원인	여자가 젤리를 먹었다.	여자가 초콜릿을 먹었다.	2
2956	길거리에 쓰레기가 많이 버려져 있다.	결과	길에서 악취가 났다.	길이 쾌적해졌다.	1
2957	여성이 119에 구급 요청을 했다.	원인	여자는 수영장에 수영을 하러 갔다.	여자는 갑자기 고열이 발생했다.	2
2958	방바닥이 끈적거린다.	원인	바닥에 주스를 쏟았다.	바닥에 과자를 흘렸다.	1
2959	시원했던 물이 미지근해졌다.	원인	물을 보냉 텀블러에 보관했다.	물을 페트병에 보관했다.	2
2960	아이의 엉덩이에 몽고반점이 있다.	원인	아이는 신생아이다.	아이는 스무살이 되었다.	1
2961	캡사이신 캡슐을 먹었다.	결과	입 안이 얼어붙는다.	입 안이 후끈해진다.	2
2962	여성이 아이의 기저귀를 갈았다.	원인	아이가 옹알이를 했다.	아이가 배변활동을 했다.	2
2963	에어컨 점검을 받았다.	원인	에어컨 바람이 시원하지 않았다.	에어컨 바람이 시원했다.	1
2964	열차 안이 어두워졌다.	원인	열차가 터널을 지나고 있다.	열차가 선로에서 벗어났다.	1
2965	숙소를 예약했다.	원인	게스트 하우스를 운영한다.	여행 계획을 세웠다.	2
2966	무대에 조명을 설치했다.	원인	무대가 어둡다.	무대가 밝다.	1
2967	머리를 말렸다.	원인	머리가 젖었다.	머리를 잘랐다.	1
2968	여자가 체포되었다.	원인	여자가 옆 사람을 피해 도망갔다.	여자가 옆 사람을 폭행했다.	2
2969	옥수수 가루를 물에 넣었다.	결과	옥수수 스프가 완성되었다.	호박 스프가 완성되었다.	1
2970	물에서 나왔는데, 마스카라가 지워지지 않았다.	원인	마스카라가 워터프루프이다.	마스카라가 워터프루프가 아니다.	1
2971	운전자는 급하게 브레이크를 밟았다.	원인	라디오가 꺼졌다.	갑자기 사슴이 나타났다.	2
2972	테이블의 식기를 치웠다.	원인	저녁을 먹기 시작했다.	식사를 다 마쳤다.	2
2973	긁힌 상처가 아물었다.	결과	딱지가 생긴다.	상처에서 피가 난다.	1
2974	주먹으로 얼굴을 세게 맞았다.	결과	얼굴에 멍이 들었다.	주먹이 얼굴보다 크다.	1
2975	여자는 썬캡을 썼다.	원인	오늘은 비가 온다.	오늘은 햇빛이 강하다.	2
2976	색종이에 풀을 발랐다.	결과	색종이를 벽에 붙였다.	색종이를 잘랐다.	1
2977	날이 추웠다.	결과	옷을 풀어 헤쳤다.	옷을 여몄다.	2
2978	여자는 눈이 충혈되었다.	원인	여자는 눈병에 걸렸다.	여자는 안경을 착용했다.	1
2979	휴대폰 진동이 울린다.	원인	방해 금지 모드이다.	문자 메시지가 도착했다.	2
2980	인공눈물을 눈에 넣었다.	원인	입 안이 건조하다.	눈이 건조하다.	2
2981	삶은 달걀을 머리에 세게 부딪혔다.	결과	달걀 껍질이 깨졌다.	달걀이 익었다.	1
2982	뜨거운 수프에 얼음을 넣었다.	결과	수프가 식었다.	수프가 걸쭉해졌다.	1
2983	단어에 수정테이프를 칠했다.	원인	단어가 중요하다.	단어를 잘못 썼다.	2
2984	한 커플이 오랜만에 만났다.	결과	그들은 포옹을 했다.	그들은 잠시 휴식을 했다.	1
2985	꽃병이 깨졌다.	결과	꽃병에 꽃을 넣었다.	깨진 꽃병을 본드로 붙였다.	2
2986	호텔이 무너졌다.	원인	지진이 발생했다.	바깥 날씨가 뜨겁다.	1
2987	자동차 와이퍼를 켰다.	원인	비가 온다.	해가 내리쬔다.	1
2988	눈을 감았다	원인	눈에 먼지가 들어갔다.	눈에 안약을 넣었다.	1
2989	머리카락에 잼이 묻었다.	결과	손을 씻었다.	머리를 감았다.	2
2990	여자의 통장에 매달 월급이 들어온다.	원인	여자는 직장에 다니고 있다.	여자는 직장이 없다.	1
2991	작년에 입던 옷이 작아졌다.	원인	살이 쪘다.	살이 빠졌다.	1
2992	과일을 오랜 시간 식탁에 올려 두었다.	결과	열매가 맺혔다.	과일에 파리가 꼬였다.	2
2993	통 속의 물이 증발했다.	결과	통에 들어있는 물의 양이 줄어들었다.	통에 들어있는 물의 양이 늘어났다.	1
2994	반죽에 이스트를 넣고 따뜻한 곳에 두었다.	결과	반죽이 부풀었다.	반죽이 쪼그라들었다.	1
2995	카페에서 아르바이트를 시작했다	결과	커피 주문을 받았다. 	커피는 더운 나라에서 재배된다. 	1
2996	우체부가 다녀갔다.	결과	음료수를 받았다.	편지를 받았다.	2
2997	입을 크게 벌렸다.	원인	국물을 조금 떠서 간을 보려고 한다.	크고 두꺼운 햄버거를 먹으려 한다.	2
2998	할머니가 보고싶었다.	결과	유학을 갔다.	할머니댁에 방문했다.	2
2999	사랑니를 뽑았다.	결과	잇몸이 부었다.	새로운 이가 자랐다.	1
3000	귀가 부어 올랐다.	원인	귀를 잘못 뚫었다.	귀걸이를 선물했다.	1
3001	짜장면 한 그릇을 다 먹었다.	결과	그릇이 비었다.	그릇이 가득 찼다.	1
3002	남성이 청소기를 작동시킨다.	원인	바닥에 물기가 흥건하다.	바닥에 유리조각이 있다.	2
3003	표백제를 샀다.	원인	벽지를 새로 발라야 한다.	지워야 할 얼룩이 있다.	2
3004	모기를 잡자, 피가 나왔다.	원인	모기가 알에서 부화했다.	모기가 사람을 물었다.	2
3005	자전거 브레이크를 잡았다.	결과	자전거가 멈춘다.	자전거가 빠르게 달려간다.	1
3006	종이를 이어 붙였다.	결과	종이가 커졌다.	종이가 작아졌다.	1
3007	우편이 반송되었다.	원인	주소를 제대로 적었다.	주소를 제대로 적지 않았다.	2
3008	고무줄로 머리를 묶었다.	원인	날씨가 더워 땀이 난다.	머리를 짧게 잘랐다.	1
3009	우산이 뒤집혔다.	원인	바람이 세게 불었다.	눈이 많이 내렸다.	1
3010	남성의 직업은 간호사이다.	결과	남성은 치료를 받는다.	남성은 병원으로 출근한다.	2
3011	환자의 심장 박동이 갑자기 멈추었다.	결과	의사가 심폐소생술을 시행한다.	의사가 환자의 뺨을 때린다.	1
3012	소년이 나무 위를 올랐다.	원인	고양이가 나무에 갇혔다.	새가 나무 위에서 짹짹 거렸다.	1
3013	여자가 법학전문대학원에 진학하였다.	결과	여자가 변호사가 되었다.	여자가 의사가 되었다.	1
3014	물린 곳이 가려워 긁고 있다.	원인	모기를 잡았다.	모기에 물렸다.	2
3015	내가 신문에 등장했다.	원인	수능에서 만점을 받았다.	집에서 영화를 봤다.	1
3016	여자가 고양이 사료를 샀다.	원인	여자는 개를 키우고 있다.	여자는 고양이를 키우고 있다.	2
3017	횡단보도의 신호등이 파란 불로 바뀌었다.	결과	사람들이 길을 건너기 시작했다.	사람들이 길을 건너지 않는다.	1
3018	피부가 탔다.	원인	선크림을 바르지 않았다.	선글라스를 쓰지 않았다.	1
3019	놀이공원에 사람이 많다.	결과	놀이공원이 집에서 멀다.	놀이공원에 들어가지 못했다.	2
3020	풍선에 헬륨 가스를 넣었다.	결과	풍선이 바닥에 가라앉는다.	풍선이 공중에 뜬다.	2
3021	손전등의 불이 들어오지 않는다.	결과	손전등의 배터리를 교체했다.	손전등을 캠핑 준비물로 챙겼다.	1
3022	좋아하는 노래가 TV에서 나온다.	결과	양손으로 귀를 막는다.	따라서 흥얼거린다	2
3023	물컵을 쓰러뜨렸다.	결과	바닥에 물이 엎질러졌다.	바닥에 물을 뿌렸다.	1
3024	옥수수를 받았다.	결과	옥수수를 쪘다.	감자를 쪘다.	1
3025	여자의 입술이 부어올랐다.	원인	여자는 매운 음식을 먹었다.	여자는 사탕을 먹었다.	1
3026	고기를 양념에 재었다.	결과	고기가 싱겁다.	고기에 양념이 배었다.	2
3027	여자가 손으로 부채질을 한다.	원인	날씨가 매우 덥다.	날씨가 매우 춥다.	1
3028	서류가 인정되지 않았다.	원인	서류에 직인을 찍었다.	서류에 직인을 찍지 않았다.	2
3029	자고 있는 친구의 얼굴에 물을 뿌렸다.	결과	친구가 코를 골았다.	친구가 일어났다.	2
3030	머리카락이 찰랑거린다.	원인	머리카락을 이틀 동안 빗지 않았다.	머리카락에 영양제를 발랐다.	2
3031	바닥에 얼룩이 묻었다.	결과	바닥에 있는 얼룩을 닦았다.	바닥에 흙이 묻어 있다.	1
3032	아이의 이빨이 비뚤게 자랐다.	결과	치아 교정이 필요없다.	치아 교정을 시작했다.	2
3033	남성은 휴대폰을 물에 빠트렸다.	결과	남성의 휴대폰에서 진동이 울린다.	남성의 휴대폰이 고장났다.	2
3034	곡예사가 저글링을 한다.	결과	관중들이 환호한다.	곡예사가 공중에서 추락한다.	1
3035	남성이 복부비만 판정 받았다.	원인	남성이 폭식을 했다.	남성이 거식증에 걸렸다.	1
3036	그는 선풍기를 껐다.	원인	더 이상 덥지 않다.	너무 더워 잠을 잘 수가 없다.	1
3037	여자가 남성과 결혼하였다.	원인	여자는 동성애자다.	여자는 동성애자가 아니다.	2
3038	컵 속의 음료수가 시원해졌다.	원인	음료수를 전자레인지에 데웠다.	음료수에 얼음을 넣었다.	2
3039	국회의원이 정치적으로 잘못된 발언을 했다.	원인	국회의원은 청중을 지루하게 했다.	국회의원은 청중을 분노하게 했다.	2
3040	남자는 잘못을 빌었다.	원인	남자는 큰 실수를 했다.	남자는 일을 성공적으로 마쳤다.	1
3041	최종 면접에 합격했다.	결과	취업준비생이 되었다.	입사에 성공했다.	2
3042	여자가 얼음을 씹어 먹었다.	결과	여자의 이가 시리다.	여자의 혀가 뜨겁다.	1
3043	선생님께 꾸짖음을 들었다.	원인	친구와 싸웠다.	숙제를 다 했다.	1
3044	남자가 허리를 다쳤다.	결과	남자는 정신과 의사를 만나러 갔다.	남자는 하루종일 침대에 누워 있었다.	2
3045	여자가 탐폰을 샀다.	원인	여자의 생리가 시작되었다.	여자의 생리가 끝났다.	1
3046	자동차를 정비소에 맡겼다.	원인	자동차를 새로 뽑았다.	자동차가 고장났다.	2
3047	엄마가 아이와 눈높이를 맞추었다.	원인	엄마가 쭈그려 앉았다.	엄마가 일어섰다.	1
3048	남자는 비를 맞았다.	원인	남자는 우산을 구매했다.	남자는 우산을 두고 나왔다.	2
3049	길을 잃어버렸다.	결과	여자가 지도를 가지고 오지 않았다.	지도 어플로 길을 찾았다.	2
3050	새우를 기름에 볶았다.	결과	새우가 회색이 되었다.	새우가 분홍색이 되었다.	2
3051	남자가 올림픽 양궁 종목에서 전체 1등을 하였다.	결과	올림픽 주최국은 남자에게 은메달을 수여하였다.	올림픽 주최국은 남자에게 금메달을 수여하였다.	2
3052	사격 게임을 했다.	결과	과녁을 다 맞췄다.	화살을 모두 사용했다.	1
3053	다 마르지 않은 물감을 손으로 문질렀다.	결과	물감이 번졌다.	물감을 팔레트에 짰다.	1
3054	칼에 손을 베였다.	결과	영양제를 먹는다.	반창고를 붙인다.	2
3055	동생이 아직 집에 들어오지 않았다.	원인	동생은 방에서 게임을 하고 있다.	동생은 심부름을 갔다.	2
3056	지하철에 사람이 매우 많다.	원인	출근시간대이다.	심야시간대이다.	1
3057	소년이 식탁에 발을 올렸다.	결과	소년의 아버지가 식탁에 앉았다.	소년의 아버지가 소년을 나무랐다.	2
3058	그 여자는 어머니에게 기업을 물려받았다.	원인	그 여자의 아버지는 백만장자였다.	그 여자의 어머니는 기업의 총수였다.	2
3059	꿈에 귀신이 나왔다.	원인	로맨스 영화를 보고 잤다.	공포영화를 보고 잤다.	2
3060	잠자리에 들었다.	원인	아침이 되었다.	늦은 밤이 되었다.	2
3061	남성의 발이 무좀균에 감염되었다.	결과	남성이 무좀에 걸렸다.	남성이 감기에 걸렸다.	1
3062	아이는 튜브에 몸을 의지했다.	원인	아이는 수영을 못했다.	아이는 수영을 잘했다.	1
3063	아기의 기저귀를 제때 갈아주지 않았다.	결과	아기가 잠에 들었다.	아기가 운다.	2
3064	얼음을 믹서기로 갈았다.	결과	얼음이 딱딱해졌다.	얼음이 쪼개졌다.	2
3065	쌀을 밥솥에 안쳤다.	결과	쌀이 국이 되었다.	쌀이 밥이 되었다.	2
3066	청소기를 사용했다.	결과	바닥이 깨끗해졌다.	바닥에 먼지가 많다.	1
3067	칼질을 하다가 실수로 손을 베었다.	결과	손에 약을 발랐다.	손에서 냄새가 난다.	1
3068	충치가 생겼다.	원인	양치를 잘 했다.	양치를 잘 하지 않았다.	2
3069	손가락에 반지가 꼈다.	결과	손가락이 부어오른다.	손톱을 깎는다.	1
3070	할머니께서 세뱃돈을 주셨다. 	원인	할머니께서 돌아가셨다. 	할머니께 세배를 드렸다. 	2
